dataset,xRFM,XGBoost,RandomForest
concrete,,,
energy,,,
bike_sharing,,,
online_shoppers,0.8909164639091647,0.902676399026764,0.8978102189781022
shuttle,0.9981034482758621,0.9982758620689656,0.9987068965517242
