dataset,xRFM,XGBoost,RandomForest
concrete,0.5906681000487879,4.717511299997568,1.7309725999366492
energy,0.17169290001038462,9.824969199951738,1.6636312999762595
bike_sharing,4.879612599965185,18.99795690004248,7.523494999972172
online_shoppers,4.534695200040005,3.1733085000887513,2.6633802000433207
shuttle,25.53313870006241,50.86376029998064,4.103043700102717
