dataset,xRFM,XGBoost,RandomForest
concrete,6.434946060180664,5.154178619384766,6.039029990971853
energy,0.5075132846832275,0.3542076647281647,0.5352210877428486
bike_sharing,65.88978576660156,68.49918365478516,71.70615443454388
online_shoppers,,,
shuttle,,,
